date,activity_type,count,reason_context,hospital_address
2023-07-30,Emergency_appointment,19,pandemic wave,Mumbai Trauma Center
2023-07-30,Emergency_surgery,24,accident,Chennai City Clinic
2023-07-30,Dermatology_appointment,13,routine,Mumbai Trauma Center
2023-07-30,Dermatology_surgery,15,allergy season,Delhi General Hospital
2023-07-30,ICU_appointment,18,winter spike,Mumbai Trauma Center
2023-07-30,ICU_surgery,26,respiratory issues,Chennai City Clinic
2023-08-06,Ortho_appointment,23,sports injury,Bangalore Health Center
2023-08-06,Ortho_surgery,16,routine checkup,Delhi General Hospital
2023-08-06,Pediatrics_appointment,22,school health check,Chennai City Clinic
2023-08-06,Pediatrics_surgery,17,camp,Kolkata Medical Hub
2023-08-06,Emergency_appointment,7,accident,Delhi General Hospital
2023-08-06,Emergency_surgery,14,unknown,Bangalore Health Center
2023-08-06,Dermatology_appointment,26,skin camp,Chennai City Clinic
2023-08-06,Dermatology_surgery,9,routine,Bangalore Health Center
2023-08-06,ICU_appointment,23,heat wave,Chennai City Clinic
2023-08-06,ICU_surgery,27,heat wave,Mumbai Trauma Center
2023-08-13,Ortho_appointment,22,camp,Mumbai Trauma Center
2023-08-13,Ortho_surgery,18,camp,Kolkata Medical Hub
2023-08-13,Pediatrics_appointment,22,school health check,Bangalore Health Center
2023-08-13,Pediatrics_surgery,19,routine,Kolkata Medical Hub
2023-08-13,Emergency_appointment,16,accident,Bangalore Health Center
2023-08-13,Emergency_surgery,13,pandemic wave,Bangalore Health Center
2023-08-13,Dermatology_appointment,16,skin camp,Delhi General Hospital
2023-08-13,Dermatology_surgery,22,routine,Mumbai Trauma Center
2023-08-13,ICU_appointment,8,flu season,Mumbai Trauma Center
2023-08-13,ICU_surgery,28,flu season,Delhi General Hospital
2023-08-20,Ortho_appointment,23,sports injury,Bangalore Health Center
2023-08-20,Ortho_surgery,28,sports injury,Chennai City Clinic
2023-08-20,Pediatrics_appointment,23,camp,Bangalore Health Center
2023-08-20,Pediatrics_surgery,23,routine,Kolkata Medical Hub
2023-08-20,Emergency_appointment,24,pandemic wave,Delhi General Hospital
2023-08-20,Emergency_surgery,17,unknown,Chennai City Clinic
2023-08-20,Dermatology_appointment,85,skin camp,Chennai City Clinic
2023-08-20,Dermatology_surgery,85,skin camp,Delhi General Hospital
2023-08-20,ICU_appointment,15,flu season,Delhi General Hospital
2023-08-20,ICU_surgery,28,heat wave,Mumbai Trauma Center
2023-08-27,Ortho_appointment,20,knee surgery season,Bangalore Health Center
2023-08-27,Ortho_surgery,27,knee surgery season,Bangalore Health Center
2023-08-27,Pediatrics_appointment,8,camp,Mumbai Trauma Center
2023-08-27,Pediatrics_surgery,23,camp,Bangalore Health Center
2023-08-27,Emergency_appointment,7,fire outbreak,Chennai City Clinic
2023-08-27,Emergency_surgery,17,unknown,Delhi General Hospital
2023-08-27,Dermatology_appointment,18,rash outbreak,Delhi General Hospital
2023-08-27,Dermatology_surgery,18,rash outbreak,Chennai City Clinic
2023-08-27,ICU_appointment,14,flu season,Chennai City Clinic
2023-08-27,ICU_surgery,16,flu season,Chennai City Clinic
2023-09-03,Ortho_appointment,24,knee surgery season,Delhi General Hospital
2023-09-03,Ortho_surgery,15,camp,Bangalore Health Center
2023-09-03,Pediatrics_appointment,26,school health check,Delhi General Hospital
2023-09-03,Pediatrics_surgery,21,school health check,Delhi General Hospital
2023-09-03,Emergency_appointment,4,unknown,Mumbai Trauma Center
2023-09-03,Emergency_surgery,23,unknown,Delhi General Hospital
2023-09-03,Dermatology_appointment,10,allergy season,Bangalore Health Center
2023-09-03,Dermatology_surgery,22,skin camp,Delhi General Hospital
2023-09-03,ICU_appointment,10,flu season,Bangalore Health Center
2023-09-03,ICU_surgery,29,flu season,Delhi General Hospital
2023-09-10,Ortho_appointment,5,knee surgery season,Mumbai Trauma Center
2023-09-10,Ortho_surgery,28,routine checkup,Bangalore Health Center
2023-09-10,Pediatrics_appointment,28,flu season,Kolkata Medical Hub
2023-09-10,Pediatrics_surgery,24,school health check,Kolkata Medical Hub
2023-09-10,Emergency_appointment,23,accident,Mumbai Trauma Center
2023-09-10,Emergency_surgery,30,accident,Delhi General Hospital
2023-09-10,Dermatology_appointment,18,skin camp,Chennai City Clinic
2023-09-10,Dermatology_surgery,27,allergy season,Mumbai Trauma Center
2023-09-10,ICU_appointment,17,flu season,Bangalore Health Center
2023-09-10,ICU_surgery,24,respiratory issues,Chennai City Clinic
2023-09-17,Ortho_appointment,8,camp,Chennai City Clinic
2023-09-17,Ortho_surgery,19,camp,Kolkata Medical Hub
2023-09-17,Pediatrics_appointment,15,routine,Mumbai Trauma Center
2023-09-17,Pediatrics_surgery,18,camp,Kolkata Medical Hub
2023-09-17,Emergency_appointment,19,fire outbreak,Chennai City Clinic
2023-09-17,Emergency_surgery,24,fire outbreak,Delhi General Hospital
2023-09-17,Dermatology_appointment,14,skin camp,Chennai City Clinic
2023-09-17,Dermatology_surgery,10,skin camp,Kolkata Medical Hub
2023-09-17,ICU_appointment,10,respiratory issues,Chennai City Clinic
2023-09-17,ICU_surgery,19,heat wave,Delhi General Hospital
2023-09-24,Ortho_appointment,27,routine checkup,Delhi General Hospital
2023-09-24,Ortho_surgery,8,camp,Kolkata Medical Hub
2023-09-24,Pediatrics_appointment,7,flu season,Bangalore Health Center
2023-09-24,Pediatrics_surgery,13,school health check,Bangalore Health Center
2023-09-24,Emergency_appointment,18,pandemic wave,Mumbai Trauma Center
2023-09-24,Emergency_surgery,14,fire outbreak,Mumbai Trauma Center
2023-09-24,Dermatology_appointment,19,skin camp,Chennai City Clinic
2023-09-24,Dermatology_surgery,24,skin camp,Bangalore Health Center
2023-09-24,ICU_appointment,14,respiratory issues,Delhi General Hospital
2023-09-24,ICU_surgery,23,heat wave,Delhi General Hospital
2023-10-01,Ortho_appointment,24,knee surgery season,Chennai City Clinic
2023-10-01,Ortho_surgery,26,knee surgery season,Bangalore Health Center
2023-10-01,Pediatrics_appointment,19,routine,Kolkata Medical Hub
2023-10-01,Pediatrics_surgery,21,routine,Delhi General Hospital
2023-10-01,Emergency_appointment,7,unknown,Mumbai Trauma Center
2023-10-01,Emergency_surgery,26,fire outbreak,Chennai City Clinic
2023-10-01,Dermatology_appointment,2,skin camp,Kolkata Medical Hub
2023-10-01,Dermatology_surgery,18,allergy season,Delhi General Hospital
2023-10-01,ICU_appointment,14,respiratory issues,Mumbai Trauma Center
2023-10-01,ICU_surgery,25,heat wave,Chennai City Clinic
2023-10-08,Ortho_appointment,10,knee surgery season,Delhi General Hospital
2023-10-08,Ortho_surgery,23,routine checkup,Chennai City Clinic
2023-10-08,Pediatrics_appointment,5,routine,Mumbai Trauma Center
2023-10-08,Pediatrics_surgery,16,school health check,Chennai City Clinic
2023-10-08,Emergency_appointment,10,unknown,Delhi General Hospital
2023-10-08,Emergency_surgery,28,pandemic wave,Mumbai Trauma Center
2023-10-08,Dermatology_appointment,13,routine,Bangalore Health Center
2023-10-08,Dermatology_surgery,18,skin camp,Delhi General Hospital
2023-10-08,ICU_appointment,4,winter spike,Bangalore Health Center
2023-10-08,ICU_surgery,12,flu season,Delhi General Hospital
2023-10-15,Ortho_appointment,14,sports injury,Kolkata Medical Hub
2023-10-15,Ortho_surgery,23,sports injury,Delhi General Hospital
2023-10-15,Pediatrics_appointment,16,school health check,Bangalore Health Center
2023-10-15,Pediatrics_surgery,28,flu season,Mumbai Trauma Center
2023-10-15,Emergency_appointment,13,accident,Delhi General Hospital
2023-10-15,Emergency_surgery,16,unknown,Bangalore Health Center
2023-10-15,Dermatology_appointment,9,routine,Mumbai Trauma Center
2023-10-15,Dermatology_surgery,19,rash outbreak,Kolkata Medical Hub
2023-10-15,ICU_appointment,19,heat wave,Kolkata Medical Hub
2023-10-15,ICU_surgery,8,flu season,Delhi General Hospital
2023-10-22,Ortho_appointment,5,knee surgery season,Bangalore Health Center
2023-10-22,Ortho_surgery,14,sports injury,Delhi General Hospital
2023-10-22,Pediatrics_appointment,10,flu season,Chennai City Clinic
2023-10-22,Pediatrics_surgery,19,routine,Kolkata Medical Hub
2023-10-22,Emergency_appointment,12,pandemic wave,Chennai City Clinic
2023-10-22,Emergency_surgery,28,fire outbreak,Delhi General Hospital
2023-10-22,Dermatology_appointment,11,skin camp,Delhi General Hospital
2023-10-22,Dermatology_surgery,14,routine,Chennai City Clinic
2023-10-22,ICU_appointment,14,winter spike,Kolkata Medical Hub
2023-10-22,ICU_surgery,22,heat wave,Delhi General Hospital
2023-10-29,Ortho_appointment,9,routine checkup,Delhi General Hospital
2023-10-29,Ortho_surgery,7,sports injury,Bangalore Health Center
2023-10-29,Pediatrics_appointment,18,routine,Mumbai Trauma Center
2023-10-29,Pediatrics_surgery,23,flu season,Chennai City Clinic
2023-10-29,Emergency_appointment,19,pandemic wave,Kolkata Medical Hub
2023-10-29,Emergency_surgery,30,accident,Mumbai Trauma Center
2023-10-29,Dermatology_appointment,15,routine,Mumbai Trauma Center
2023-10-29,Dermatology_surgery,16,rash outbreak,Delhi General Hospital
2023-10-29,ICU_appointment,19,winter spike,Chennai City Clinic
2023-10-29,ICU_surgery,7,flu season,Bangalore Health Center
2023-11-05,Ortho_appointment,14,knee surgery season,Bangalore Health Center
2023-11-05,Ortho_surgery,14,camp,Chennai City Clinic
2023-11-05,Pediatrics_appointment,21,flu season,Bangalore Health Center
2023-11-05,Pediatrics_surgery,23,routine,Kolkata Medical Hub
2023-11-05,Emergency_appointment,15,unknown,Delhi General Hospital
2023-11-05,Emergency_surgery,22,fire outbreak,Delhi General Hospital
2023-11-05,Dermatology_appointment,23,allergy season,Chennai City Clinic
2023-11-05,Dermatology_surgery,13,skin camp,Bangalore Health Center
2023-11-05,ICU_appointment,10,heat wave,Delhi General Hospital
2023-11-05,ICU_surgery,9,winter spike,Bangalore Health Center
2023-11-12,Ortho_appointment,13,sports injury,Bangalore Health Center
2023-11-12,Ortho_surgery,24,routine checkup,Kolkata Medical Hub
2023-11-12,Pediatrics_appointment,17,routine,Bangalore Health Center
2023-11-12,Pediatrics_surgery,31,flu season,Delhi General Hospital
2023-11-12,Emergency_appointment,23,fire outbreak,Mumbai Trauma Center
2023-11-12,Emergency_surgery,15,fire outbreak,Delhi General Hospital
2023-11-12,Dermatology_appointment,22,rash outbreak,Chennai City Clinic
2023-11-12,Dermatology_surgery,11,skin camp,Kolkata Medical Hub
2023-11-12,ICU_appointment,13,heat wave,Kolkata Medical Hub
2023-11-12,ICU_surgery,16,flu season,Bangalore Health Center
2023-11-19,Ortho_appointment,15,sports injury,Delhi General Hospital
2023-11-19,Ortho_surgery,13,sports injury,Kolkata Medical Hub
2023-11-19,Pediatrics_appointment,7,routine,Chennai City Clinic
2023-11-19,Pediatrics_surgery,16,camp,Kolkata Medical Hub
2023-11-19,Emergency_appointment,12,fire outbreak,Chennai City Clinic
2023-11-19,Emergency_surgery,27,pandemic wave,Kolkata Medical Hub
2023-11-19,Dermatology_appointment,24,skin camp,Mumbai Trauma Center
2023-11-19,Dermatology_surgery,14,rash outbreak,Kolkata Medical Hub
2023-11-19,ICU_appointment,29,respiratory issues,Mumbai Trauma Center
2023-11-19,ICU_surgery,18,heat wave,Delhi General Hospital
2023-11-26,Ortho_appointment,22,camp,Bangalore Health Center
2023-11-26,Ortho_surgery,18,sports injury,Chennai City Clinic
2023-11-26,Pediatrics_appointment,30,flu season,Delhi General Hospital
2023-11-26,Pediatrics_surgery,12,camp,Chennai City Clinic
2023-11-26,Emergency_appointment,26,accident,Mumbai Trauma Center
2023-11-26,Emergency_surgery,20,fire outbreak,Bangalore Health Center
2023-11-26,Dermatology_appointment,16,routine,Delhi General Hospital
2023-11-26,Dermatology_surgery,23,rash outbreak,Delhi General Hospital
2023-11-26,ICU_appointment,8,respiratory issues,Kolkata Medical Hub
2023-11-26,ICU_surgery,27,respiratory issues,Kolkata Medical Hub
2023-12-03,Ortho_appointment,12,knee surgery season,Kolkata Medical Hub
2023-12-03,Ortho_surgery,21,camp,Chennai City Clinic
2023-12-03,Pediatrics_appointment,11,camp,Kolkata Medical Hub
2023-12-03,Pediatrics_surgery,27,camp,Chennai City Clinic
2023-12-03,Emergency_appointment,26,accident,Delhi General Hospital
2023-12-03,Emergency_surgery,24,unknown,Mumbai Trauma Center
2023-12-03,Dermatology_appointment,16,allergy season,Bangalore Health Center
2023-12-03,Dermatology_surgery,12,skin camp,Mumbai Trauma Center
2023-12-03,ICU_appointment,6,flu season,Delhi General Hospital
2023-12-03,ICU_surgery,28,winter spike,Bangalore Health Center
2023-12-10,Ortho_appointment,30,routine checkup,Delhi General Hospital
2023-12-10,Ortho_surgery,18,camp,Chennai City Clinic
2023-12-10,Pediatrics_appointment,29,camp,Chennai City Clinic
2023-12-10,Pediatrics_surgery,14,camp,Kolkata Medical Hub
2023-12-10,Emergency_appointment,10,unknown,Chennai City Clinic
2023-12-10,Emergency_surgery,28,unknown,Delhi General Hospital
2023-12-10,Dermatology_appointment,19,rash outbreak,Mumbai Trauma Center
2023-12-10,Dermatology_surgery,24,allergy season,Delhi General Hospital
2023-12-10,ICU_appointment,27,respiratory issues,Mumbai Trauma Center
2023-12-10,ICU_surgery,17,respiratory issues,Bangalore Health Center
2023-12-17,Ortho_appointment,25,sports injury,Bangalore Health Center
2023-12-17,Ortho_surgery,13,camp,Chennai City Clinic
2023-12-17,Pediatrics_appointment,28,routine,Delhi General Hospital
2023-12-17,Pediatrics_surgery,21,school health check,Delhi General Hospital
2023-12-17,Emergency_appointment,26,fire outbreak,Chennai City Clinic
2023-12-17,Emergency_surgery,11,unknown,Chennai City Clinic
2023-12-17,Dermatology_appointment,7,routine,Mumbai Trauma Center
2023-12-17,Dermatology_surgery,28,allergy season,Bangalore Health Center
2023-12-17,ICU_appointment,22,respiratory issues,Chennai City Clinic
2023-12-17,ICU_surgery,29,flu season,Delhi General Hospital
2023-12-24,Ortho_appointment,15,knee surgery season,Kolkata Medical Hub
2023-12-24,Ortho_surgery,17,sports injury,Chennai City Clinic
2023-12-24,Pediatrics_appointment,17,flu season,Chennai City Clinic
2023-12-24,Pediatrics_surgery,27,routine,Chennai City Clinic
2023-12-24,Emergency_appointment,28,unknown,Mumbai Trauma Center
2023-12-24,Emergency_surgery,16,unknown,Bangalore Health Center
2023-12-24,Dermatology_appointment,29,skin camp,Delhi General Hospital
2023-12-24,Dermatology_surgery,28,allergy season,Chennai City Clinic
2023-12-24,ICU_appointment,13,flu season,Mumbai Trauma Center
2023-12-24,ICU_surgery,19,respiratory issues,Chennai City Clinic
2023-12-31,Ortho_appointment,25,routine checkup,Kolkata Medical Hub
2023-12-31,Ortho_surgery,23,camp,Bangalore Health Center
2023-12-31,Pediatrics_appointment,22,school health check,Chennai City Clinic
2023-12-31,Pediatrics_surgery,25,flu season,Chennai City Clinic
2023-12-31,Emergency_appointment,12,unknown,Kolkata Medical Hub
2023-12-31,Emergency_surgery,14,pandemic wave,Chennai City Clinic
2023-12-31,Dermatology_appointment,18,allergy season,Mumbai Trauma Center
2023-12-31,Dermatology_surgery,16,routine,Kolkata Medical Hub
2023-12-31,ICU_appointment,27,heat wave,Kolkata Medical Hub
2023-12-31,ICU_surgery,25,flu season,Delhi General Hospital
2024-01-07,Ortho_appointment,11,routine checkup,Kolkata Medical Hub
2024-01-07,Ortho_surgery,16,sports injury,Bangalore Health Center
2024-01-07,Pediatrics_appointment,16,camp,Chennai City Clinic
2024-01-07,Pediatrics_surgery,8,flu season,Delhi General Hospital
2024-01-07,Emergency_appointment,10,accident,Chennai City Clinic
2024-01-07,Emergency_surgery,9,pandemic wave,Bangalore Health Center
2024-01-07,Dermatology_appointment,25,skin camp,Chennai City Clinic
2024-01-07,Dermatology_surgery,15,rash outbreak,Bangalore Health Center
2024-01-07,ICU_appointment,12,winter spike,Bangalore Health Center
2024-01-07,ICU_surgery,20,respiratory issues,Kolkata Medical Hub
2024-01-14,Ortho_appointment,20,knee surgery season,Bangalore Health Center
2024-01-14,Ortho_surgery,20,sports injury,Chennai City Clinic
2024-01-14,Pediatrics_appointment,30,flu season,Delhi General Hospital
2024-01-14,Pediatrics_surgery,30,flu season,Chennai City Clinic
2024-01-14,Emergency_appointment,23,accident,Kolkata Medical Hub
2024-01-14,Emergency_surgery,13,accident,Chennai City Clinic
2024-01-14,Dermatology_appointment,30,skin camp,Bangalore Health Center
2024-01-14,Dermatology_surgery,16,allergy season,Chennai City Clinic
2024-01-14,ICU_appointment,12,heat wave,Delhi General Hospital
2024-01-14,ICU_surgery,28,flu season,Bangalore Health Center
2024-01-21,Ortho_appointment,28,knee surgery season,Delhi General Hospital
2024-01-21,Ortho_surgery,28,sports injury,Chennai City Clinic
2024-01-21,Pediatrics_appointment,15,camp,Bangalore Health Center
2024-01-21,Pediatrics_surgery,20,school health check,Delhi General Hospital
2024-01-21,Emergency_appointment,12,unknown,Chennai City Clinic
2024-01-21,Emergency_surgery,26,pandemic wave,Delhi General Hospital
2024-01-21,Dermatology_appointment,10,skin camp,Chennai City Clinic
2024-01-21,Dermatology_surgery,25,routine,Delhi General Hospital
2024-01-21,ICU_appointment,16,heat wave,Mumbai Trauma Center
2024-01-21,ICU_surgery,30,flu season,Mumbai Trauma Center
2024-01-28,Ortho_appointment,13,knee surgery season,Bangalore Health Center
2024-01-28,Ortho_surgery,24,camp,Chennai City Clinic
2024-01-28,Pediatrics_appointment,22,camp,Delhi General Hospital
2024-01-28,Pediatrics_surgery,28,flu season,Kolkata Medical Hub
2024-01-28,Emergency_appointment,17,fire outbreak,Mumbai Trauma Center
2024-01-28,Emergency_surgery,20,accident,Mumbai Trauma Center
2024-01-28,Dermatology_appointment,31,allergy season,Bangalore Health Center
2024-01-28,Dermatology_surgery,23,routine,Bangalore Health Center
2024-01-28,ICU_appointment,9,flu season,Chennai City Clinic
2024-01-28,ICU_surgery,29,respiratory issues,Kolkata Medical Hub
2024-02-04,Ortho_appointment,18,knee surgery season,Delhi General Hospital
2024-02-04,Ortho_surgery,27,routine checkup,Bangalore Health Center
2024-02-04,Pediatrics_appointment,17,school health check,Kolkata Medical Hub
2024-02-04,Pediatrics_surgery,17,flu season,Mumbai Trauma Center
2024-02-04,Emergency_appointment,20,fire outbreak,Bangalore Health Center
2024-02-04,Emergency_surgery,30,unknown,Chennai City Clinic
2024-02-04,Dermatology_appointment,17,rash outbreak,Mumbai Trauma Center
2024-02-04,Dermatology_surgery,10,skin camp,Kolkata Medical Hub
2024-02-04,ICU_appointment,26,heat wave,Chennai City Clinic
2024-02-04,ICU_surgery,14,flu season,Mumbai Trauma Center
2024-02-11,Ortho_appointment,28,sports injury,Bangalore Health Center
2024-02-11,Ortho_surgery,13,knee surgery season,Bangalore Health Center
2024-02-11,Pediatrics_appointment,21,flu season,Mumbai Trauma Center
2024-02-11,Pediatrics_surgery,22,school health check,Bangalore Health Center
2024-02-11,Emergency_appointment,29,fire outbreak,Chennai City Clinic
2024-02-11,Emergency_surgery,25,fire outbreak,Delhi General Hospital
2024-02-11,Dermatology_appointment,19,routine,Kolkata Medical Hub
2024-02-11,Dermatology_surgery,11,skin camp,Bangalore Health Center
2024-02-11,ICU_appointment,28,flu season,Chennai City Clinic
2024-02-11,ICU_surgery,16,heat wave,Delhi General Hospital
2024-02-18,Ortho_appointment,29,routine checkup,Kolkata Medical Hub
2024-02-18,Ortho_surgery,17,knee surgery season,Kolkata Medical Hub
2024-02-18,Pediatrics_appointment,24,routine,Bangalore Health Center
2024-02-18,Pediatrics_surgery,12,routine,Mumbai Trauma Center
2024-02-18,Emergency_appointment,17,fire outbreak,Chennai City Clinic
2024-02-18,Emergency_surgery,24,fire outbreak,Bangalore Health Center
2024-02-18,Dermatology_appointment,28,skin camp,Kolkata Medical Hub
2024-02-18,Dermatology_surgery,25,rash outbreak,Chennai City Clinic
2024-02-18,ICU_appointment,13,respiratory issues,Chennai City Clinic
2024-02-18,ICU_surgery,25,winter spike,Chennai City Clinic
2024-02-25,Ortho_appointment,18,camp,Kolkata Medical Hub
2024-02-25,Ortho_surgery,20,routine checkup,Mumbai Trauma Center
2024-02-25,Pediatrics_appointment,26,flu season,Bangalore Health Center
2024-02-25,Pediatrics_surgery,16,flu season,Kolkata Medical Hub
2024-02-25,Emergency_appointment,21,pandemic wave,Chennai City Clinic
2024-02-25,Emergency_surgery,32,accident,Chennai City Clinic
2024-02-25,Dermatology_appointment,16,rash outbreak,Chennai City Clinic
2024-02-25,Dermatology_surgery,28,skin camp,Kolkata Medical Hub
