date,activity_type,count,reason_context,hospital_address
2024-02-25,ICU_appointment,26,heat wave,Mumbai Trauma Center
2024-02-25,ICU_surgery,24,respiratory issues,Bangalore Health Center
2024-03-03,Ortho_appointment,29,camp,Bangalore Health Center
2024-03-03,Ortho_surgery,17,camp,Bangalore Health Center
2024-03-03,Pediatrics_appointment,31,flu season,Chennai City Clinic
2024-03-03,Pediatrics_surgery,24,school health check,Delhi General Hospital
2024-03-03,Emergency_appointment,27,accident,Delhi General Hospital
2024-03-03,Emergency_surgery,21,pandemic wave,Mumbai Trauma Center
2024-03-03,Dermatology_appointment,19,skin camp,Chennai City Clinic
2024-03-03,Dermatology_surgery,27,rash outbreak,Kolkata Medical Hub
2024-03-03,ICU_appointment,27,respiratory issues,Chennai City Clinic
2024-03-03,ICU_surgery,14,winter spike,Bangalore Health Center
2024-03-10,Ortho_appointment,14,knee surgery season,Delhi General Hospital
2024-03-10,Ortho_surgery,17,routine checkup,Kolkata Medical Hub
2024-03-10,Pediatrics_appointment,37,routine,Bangalore Health Center
2024-03-10,Pediatrics_surgery,32,school health check,Mumbai Trauma Center
2024-03-10,Emergency_appointment,14,accident,Delhi General Hospital
2024-03-10,Emergency_surgery,14,accident,Mumbai Trauma Center
2024-03-10,Dermatology_appointment,25,skin camp,Mumbai Trauma Center
2024-03-10,Dermatology_surgery,12,allergy season,Delhi General Hospital
2024-03-10,ICU_appointment,27,respiratory issues,Bangalore Health Center
2024-03-10,ICU_surgery,18,flu season,Chennai City Clinic
2024-03-17,Ortho_appointment,15,routine checkup,Kolkata Medical Hub
2024-03-17,Ortho_surgery,16,sports injury,Chennai City Clinic
2024-03-17,Pediatrics_appointment,21,flu season,Kolkata Medical Hub
2024-03-17,Pediatrics_surgery,11,flu season,Kolkata Medical Hub
2024-03-17,Emergency_appointment,12,unknown,Mumbai Trauma Center
2024-03-17,Emergency_surgery,21,fire outbreak,Delhi General Hospital
2024-03-17,Dermatology_appointment,11,routine,Mumbai Trauma Center
2024-03-17,Dermatology_surgery,16,allergy season,Bangalore Health Center
2024-03-17,ICU_appointment,23,winter spike,Mumbai Trauma Center
2024-03-17,ICU_surgery,27,flu season,Kolkata Medical Hub
2024-03-24,Ortho_appointment,17,knee surgery season,Mumbai Trauma Center
2024-03-24,Ortho_surgery,28,routine checkup,Mumbai Trauma Center
2024-03-24,Pediatrics_appointment,19,school health check,Bangalore Health Center
2024-03-24,Pediatrics_surgery,9,routine,Delhi General Hospital
2024-03-24,Emergency_appointment,27,unknown,Chennai City Clinic
2024-03-24,Emergency_surgery,10,accident,Chennai City Clinic
2024-03-24,Dermatology_appointment,22,skin camp,Delhi General Hospital
2024-03-24,Dermatology_surgery,10,allergy season,Kolkata Medical Hub
2024-03-24,ICU_appointment,27,respiratory issues,Mumbai Trauma Center
2024-03-24,ICU_surgery,16,respiratory issues,Mumbai Trauma Center
2024-03-31,Ortho_appointment,30,knee surgery season,Bangalore Health Center
2024-03-31,Ortho_surgery,13,camp,Delhi General Hospital
2024-03-31,Pediatrics_appointment,25,routine,Bangalore Health Center
2024-03-31,Pediatrics_surgery,20,routine,Delhi General Hospital
2024-03-31,Emergency_appointment,32,pandemic wave,Mumbai Trauma Center
2024-03-31,Emergency_surgery,26,unknown,Mumbai Trauma Center
2024-03-31,Dermatology_appointment,20,routine,Delhi General Hospital
2024-03-31,Dermatology_surgery,29,routine,Chennai City Clinic
2024-03-31,ICU_appointment,17,heat wave,Kolkata Medical Hub
2024-03-31,ICU_surgery,20,respiratory issues,Chennai City Clinic
2024-04-07,Ortho_appointment,17,routine checkup,Delhi General Hospital
2024-04-07,Ortho_surgery,28,camp,Kolkata Medical Hub
2024-04-07,Pediatrics_appointment,19,camp,Kolkata Medical Hub
2024-04-07,Pediatrics_surgery,30,camp,Chennai City Clinic
2024-04-07,Emergency_appointment,29,accident,Chennai City Clinic
2024-04-07,Emergency_surgery,14,accident,Mumbai Trauma Center
2024-04-07,Dermatology_appointment,23,rash outbreak,Bangalore Health Center
2024-04-07,Dermatology_surgery,20,routine,Kolkata Medical Hub
2024-04-07,ICU_appointment,32,respiratory issues,Kolkata Medical Hub
2024-04-07,ICU_surgery,11,respiratory issues,Kolkata Medical Hub
2024-04-14,Ortho_appointment,25,sports injury,Bangalore Health Center
2024-04-14,Ortho_surgery,15,knee surgery season,Mumbai Trauma Center
2024-04-14,Pediatrics_appointment,34,camp,Chennai City Clinic
2024-04-14,Pediatrics_surgery,20,routine,Mumbai Trauma Center
2024-04-14,Emergency_appointment,100,fire outbreak,Kolkata Medical Hub
2024-04-14,Emergency_surgery,100,fire outbreak,Bangalore Health Center
2024-04-14,Dermatology_appointment,19,routine,Chennai City Clinic
2024-04-14,Dermatology_surgery,16,skin camp,Delhi General Hospital
2024-04-14,ICU_appointment,14,flu season,Bangalore Health Center
2024-04-14,ICU_surgery,15,winter spike,Mumbai Trauma Center
2024-04-21,Ortho_appointment,16,knee surgery season,Kolkata Medical Hub
2024-04-21,Ortho_surgery,26,sports injury,Bangalore Health Center
2024-04-21,Pediatrics_appointment,33,camp,Bangalore Health Center
2024-04-21,Pediatrics_surgery,21,flu season,Chennai City Clinic
2024-04-21,Emergency_appointment,15,unknown,Chennai City Clinic
2024-04-21,Emergency_surgery,23,accident,Delhi General Hospital
2024-04-21,Dermatology_appointment,32,skin camp,Chennai City Clinic
2024-04-21,Dermatology_surgery,21,skin camp,Bangalore Health Center
2024-04-21,ICU_appointment,23,heat wave,Kolkata Medical Hub
2024-04-21,ICU_surgery,23,flu season,Chennai City Clinic
2024-04-28,Ortho_appointment,28,routine checkup,Bangalore Health Center
2024-04-28,Ortho_surgery,24,routine checkup,Delhi General Hospital
2024-04-28,Pediatrics_appointment,20,flu season,Bangalore Health Center
2024-04-28,Pediatrics_surgery,11,camp,Kolkata Medical Hub
2024-04-28,Emergency_appointment,34,pandemic wave,Chennai City Clinic
2024-04-28,Emergency_surgery,12,accident,Bangalore Health Center
2024-04-28,Dermatology_appointment,15,routine,Delhi General Hospital
2024-04-28,Dermatology_surgery,21,rash outbreak,Delhi General Hospital
2024-04-28,ICU_appointment,17,heat wave,Mumbai Trauma Center
2024-04-28,ICU_surgery,23,heat wave,Bangalore Health Center
2024-05-05,Ortho_appointment,16,camp,Mumbai Trauma Center
2024-05-05,Ortho_surgery,32,camp,Kolkata Medical Hub
2024-05-05,Pediatrics_appointment,30,routine,Kolkata Medical Hub
2024-05-05,Pediatrics_surgery,33,routine,Mumbai Trauma Center
2024-05-05,Emergency_appointment,20,pandemic wave,Delhi General Hospital
2024-05-05,Emergency_surgery,21,fire outbreak,Bangalore Health Center
2024-05-05,Dermatology_appointment,18,routine,Mumbai Trauma Center
2024-05-05,Dermatology_surgery,23,skin camp,Bangalore Health Center
2024-05-05,ICU_appointment,16,flu season,Chennai City Clinic
2024-05-05,ICU_surgery,22,heat wave,Mumbai Trauma Center
2024-05-12,Ortho_appointment,31,routine checkup,Delhi General Hospital
2024-05-12,Ortho_surgery,29,sports injury,Delhi General Hospital
2024-05-12,Pediatrics_appointment,12,school health check,Kolkata Medical Hub
2024-05-12,Pediatrics_surgery,26,flu season,Kolkata Medical Hub
2024-05-12,Emergency_appointment,24,unknown,Chennai City Clinic
2024-05-12,Emergency_surgery,10,accident,Chennai City Clinic
2024-05-12,Dermatology_appointment,20,skin camp,Kolkata Medical Hub
2024-05-12,Dermatology_surgery,19,skin camp,Delhi General Hospital
2024-05-12,ICU_appointment,28,flu season,Bangalore Health Center
2024-05-12,ICU_surgery,18,winter spike,Kolkata Medical Hub
2024-05-19,Ortho_appointment,30,knee surgery season,Kolkata Medical Hub
2024-05-19,Ortho_surgery,24,camp,Mumbai Trauma Center
2024-05-19,Pediatrics_appointment,16,routine,Delhi General Hospital
2024-05-19,Pediatrics_surgery,21,school health check,Mumbai Trauma Center
2024-05-19,Emergency_appointment,17,accident,Kolkata Medical Hub
2024-05-19,Emergency_surgery,14,unknown,Kolkata Medical Hub
2024-05-19,Dermatology_appointment,22,allergy season,Kolkata Medical Hub
2024-05-19,Dermatology_surgery,19,routine,Mumbai Trauma Center
2024-05-19,ICU_appointment,34,winter spike,Chennai City Clinic
2024-05-19,ICU_surgery,15,winter spike,Chennai City Clinic
2024-05-26,Ortho_appointment,34,camp,Delhi General Hospital
2024-05-26,Ortho_surgery,23,routine checkup,Chennai City Clinic
2024-05-26,Pediatrics_appointment,32,school health check,Kolkata Medical Hub
2024-05-26,Pediatrics_surgery,31,camp,Mumbai Trauma Center
2024-05-26,Emergency_appointment,15,fire outbreak,Mumbai Trauma Center
2024-05-26,Emergency_surgery,11,fire outbreak,Delhi General Hospital
2024-05-26,Dermatology_appointment,11,routine,Chennai City Clinic
2024-05-26,Dermatology_surgery,11,rash outbreak,Mumbai Trauma Center
2024-05-26,ICU_appointment,11,winter spike,Bangalore Health Center
2024-05-26,ICU_surgery,19,heat wave,Chennai City Clinic
2024-06-02,Ortho_appointment,34,routine checkup,Bangalore Health Center
2024-06-02,Ortho_surgery,25,routine checkup,Chennai City Clinic
2024-06-02,Pediatrics_appointment,31,flu season,Chennai City Clinic
2024-06-02,Pediatrics_surgery,20,camp,Chennai City Clinic
2024-06-02,Emergency_appointment,23,fire outbreak,Bangalore Health Center
2024-06-02,Emergency_surgery,12,accident,Delhi General Hospital
2024-06-02,Dermatology_appointment,29,skin camp,Kolkata Medical Hub
2024-06-02,Dermatology_surgery,17,allergy season,Kolkata Medical Hub
2024-06-02,ICU_appointment,34,flu season,Mumbai Trauma Center
2024-06-02,ICU_surgery,13,heat wave,Delhi General Hospital
2024-06-09,Ortho_appointment,27,knee surgery season,Chennai City Clinic
2024-06-09,Ortho_surgery,19,camp,Mumbai Trauma Center
2024-06-09,Pediatrics_appointment,30,school health check,Bangalore Health Center
2024-06-09,Pediatrics_surgery,17,flu season,Delhi General Hospital
2024-06-09,Emergency_appointment,10,accident,Kolkata Medical Hub
2024-06-09,Emergency_surgery,17,fire outbreak,Bangalore Health Center
2024-06-09,Dermatology_appointment,12,skin camp,Kolkata Medical Hub
2024-06-09,Dermatology_surgery,31,skin camp,Bangalore Health Center
2024-06-09,ICU_appointment,18,flu season,Mumbai Trauma Center
2024-06-09,ICU_surgery,30,respiratory issues,Mumbai Trauma Center
2024-06-16,Ortho_appointment,27,routine checkup,Delhi General Hospital
2024-06-16,Ortho_surgery,16,sports injury,Delhi General Hospital
2024-06-16,Pediatrics_appointment,24,school health check,Kolkata Medical Hub
2024-06-16,Pediatrics_surgery,10,flu season,Delhi General Hospital
2024-06-16,Emergency_appointment,8,pandemic wave,Bangalore Health Center
2024-06-16,Emergency_surgery,23,unknown,Mumbai Trauma Center
2024-06-16,Dermatology_appointment,11,allergy season,Bangalore Health Center
2024-06-16,Dermatology_surgery,20,allergy season,Bangalore Health Center
2024-06-16,ICU_appointment,27,respiratory issues,Bangalore Health Center
2024-06-16,ICU_surgery,19,winter spike,Delhi General Hospital
2024-06-23,Ortho_appointment,18,routine checkup,Mumbai Trauma Center
2024-06-23,Ortho_surgery,22,routine checkup,Kolkata Medical Hub
2024-06-23,Pediatrics_appointment,26,school health check,Mumbai Trauma Center
2024-06-23,Pediatrics_surgery,25,school health check,Mumbai Trauma Center
2024-06-23,Emergency_appointment,21,pandemic wave,Chennai City Clinic
2024-06-23,Emergency_surgery,33,pandemic wave,Delhi General Hospital
2024-06-23,Dermatology_appointment,26,rash outbreak,Kolkata Medical Hub
2024-06-23,Dermatology_surgery,21,routine,Kolkata Medical Hub
2024-06-23,ICU_appointment,16,heat wave,Chennai City Clinic
2024-06-23,ICU_surgery,9,heat wave,Chennai City Clinic
2024-06-30,Ortho_appointment,12,camp,Kolkata Medical Hub
2024-06-30,Ortho_surgery,16,routine checkup,Mumbai Trauma Center
2024-06-30,Pediatrics_appointment,24,school health check,Kolkata Medical Hub
2024-06-30,Pediatrics_surgery,12,school health check,Mumbai Trauma Center
2024-06-30,Emergency_appointment,14,fire outbreak,Chennai City Clinic
2024-06-30,Emergency_surgery,16,unknown,Delhi General Hospital
2024-06-30,Dermatology_appointment,13,allergy season,Delhi General Hospital
2024-06-30,Dermatology_surgery,27,rash outbreak,Mumbai Trauma Center
2024-06-30,ICU_appointment,25,respiratory issues,Chennai City Clinic
2024-06-30,ICU_surgery,14,respiratory issues,Delhi General Hospital
2024-07-07,Ortho_appointment,10,knee surgery season,Bangalore Health Center
2024-07-07,Ortho_surgery,24,camp,Mumbai Trauma Center
2024-07-07,Pediatrics_appointment,32,routine,Kolkata Medical Hub
2024-07-07,Pediatrics_surgery,21,routine,Chennai City Clinic
2024-07-07,Emergency_appointment,22,unknown,Mumbai Trauma Center
2024-07-07,Emergency_surgery,17,fire outbreak,Kolkata Medical Hub
2024-07-07,Dermatology_appointment,16,routine,Bangalore Health Center
2024-07-07,Dermatology_surgery,9,allergy season,Mumbai Trauma Center
2024-07-07,ICU_appointment,13,flu season,Kolkata Medical Hub
2024-07-07,ICU_surgery,7,heat wave,Mumbai Trauma Center
2024-07-14,Ortho_appointment,15,sports injury,Chennai City Clinic
2024-07-14,Ortho_surgery,13,camp,Bangalore Health Center
2024-07-14,Pediatrics_appointment,7,camp,Mumbai Trauma Center
2024-07-14,Pediatrics_surgery,31,camp,Kolkata Medical Hub
2024-07-14,Emergency_appointment,17,unknown,Chennai City Clinic
2024-07-14,Emergency_surgery,20,pandemic wave,Chennai City Clinic
2024-07-14,Dermatology_appointment,18,allergy season,Chennai City Clinic
2024-07-14,Dermatology_surgery,10,allergy season,Delhi General Hospital
2024-07-14,ICU_appointment,9,heat wave,Bangalore Health Center
2024-07-14,ICU_surgery,17,winter spike,Chennai City Clinic
2024-07-21,Ortho_appointment,26,sports injury,Bangalore Health Center
2024-07-21,Ortho_surgery,19,camp,Delhi General Hospital
2024-07-21,Pediatrics_appointment,21,flu season,Chennai City Clinic
2024-07-21,Pediatrics_surgery,20,camp,Mumbai Trauma Center
2024-07-21,Emergency_appointment,30,accident,Bangalore Health Center
2024-07-21,Emergency_surgery,26,pandemic wave,Mumbai Trauma Center
2024-07-21,Dermatology_appointment,6,rash outbreak,Chennai City Clinic
2024-07-21,Dermatology_surgery,20,skin camp,Delhi General Hospital
2024-07-21,ICU_appointment,13,flu season,Bangalore Health Center
2024-07-21,ICU_surgery,28,heat wave,Delhi General Hospital
2024-07-28,Ortho_appointment,25,sports injury,Chennai City Clinic
2024-07-28,Ortho_surgery,7,sports injury,Bangalore Health Center
2024-07-28,Pediatrics_appointment,27,camp,Chennai City Clinic
2024-07-28,Pediatrics_surgery,22,flu season,Mumbai Trauma Center
2024-07-28,Emergency_appointment,26,accident,Bangalore Health Center
2024-07-28,Emergency_surgery,13,pandemic wave,Bangalore Health Center
2024-07-28,Dermatology_appointment,17,rash outbreak,Bangalore Health Center
2024-07-28,Dermatology_surgery,26,skin camp,Mumbai Trauma Center
2024-07-28,ICU_appointment,9,respiratory issues,Chennai City Clinic
2024-07-28,ICU_surgery,26,respiratory issues,Kolkata Medical Hub
2024-08-04,Ortho_appointment,19,knee surgery season,Delhi General Hospital
2024-08-04,Ortho_surgery,21,sports injury,Kolkata Medical Hub
2024-08-04,Pediatrics_appointment,14,camp,Chennai City Clinic
2024-08-04,Pediatrics_surgery,15,camp,Chennai City Clinic
2024-08-04,Emergency_appointment,14,fire outbreak,Mumbai Trauma Center
2024-08-04,Emergency_surgery,28,pandemic wave,Delhi General Hospital
2024-08-04,Dermatology_appointment,17,rash outbreak,Bangalore Health Center
2024-08-04,Dermatology_surgery,13,skin camp,Bangalore Health Center
2024-08-04,ICU_appointment,13,respiratory issues,Bangalore Health Center
2024-08-04,ICU_surgery,29,heat wave,Mumbai Trauma Center
2024-08-11,Ortho_appointment,19,camp,Delhi General Hospital
2024-08-11,Ortho_surgery,11,routine checkup,Bangalore Health Center
2024-08-11,Pediatrics_appointment,19,camp,Mumbai Trauma Center
2024-08-11,Pediatrics_surgery,22,school health check,Delhi General Hospital
2024-08-11,Emergency_appointment,10,accident,Delhi General Hospital
2024-08-11,Emergency_surgery,27,pandemic wave,Mumbai Trauma Center
2024-08-11,Dermatology_appointment,20,allergy season,Bangalore Health Center
2024-08-11,Dermatology_surgery,18,rash outbreak,Chennai City Clinic
2024-08-11,ICU_appointment,26,flu season,Delhi General Hospital
2024-08-11,ICU_surgery,28,heat wave,Chennai City Clinic
2024-08-18,Ortho_appointment,26,camp,Mumbai Trauma Center
2024-08-18,Ortho_surgery,27,routine checkup,Chennai City Clinic
2024-08-18,Pediatrics_appointment,29,camp,Delhi General Hospital
2024-08-18,Pediatrics_surgery,13,camp,Mumbai Trauma Center
2024-08-18,Emergency_appointment,23,accident,Mumbai Trauma Center
2024-08-18,Emergency_surgery,25,fire outbreak,Chennai City Clinic
2024-08-18,Dermatology_appointment,14,routine,Mumbai Trauma Center
2024-08-18,Dermatology_surgery,20,rash outbreak,Mumbai Trauma Center
2024-08-18,ICU_appointment,12,flu season,Kolkata Medical Hub
2024-08-18,ICU_surgery,18,respiratory issues,Delhi General Hospital
2024-08-25,Ortho_appointment,13,sports injury,Chennai City Clinic
2024-08-25,Ortho_surgery,17,routine checkup,Delhi General Hospital
2024-08-25,Pediatrics_appointment,10,camp,Bangalore Health Center
2024-08-25,Pediatrics_surgery,14,camp,Kolkata Medical Hub
2024-08-25,Emergency_appointment,10,fire outbreak,Mumbai Trauma Center
2024-08-25,Emergency_surgery,19,unknown,Mumbai Trauma Center
2024-08-25,Dermatology_appointment,12,routine,Bangalore Health Center
2024-08-25,Dermatology_surgery,13,rash outbreak,Kolkata Medical Hub
2024-08-25,ICU_appointment,13,heat wave,Chennai City Clinic
2024-08-25,ICU_surgery,18,heat wave,Kolkata Medical Hub
2024-09-01,Ortho_appointment,13,routine checkup,Delhi General Hospital
2024-09-01,Ortho_surgery,28,routine checkup,Mumbai Trauma Center
2024-09-01,Pediatrics_appointment,10,flu season,Mumbai Trauma Center
2024-09-01,Pediatrics_surgery,32,camp,Chennai City Clinic
2024-09-01,Emergency_appointment,23,accident,Kolkata Medical Hub
2024-09-01,Emergency_surgery,21,accident,Bangalore Health Center
2024-09-01,Dermatology_appointment,16,routine,Mumbai Trauma Center
2024-09-01,Dermatology_surgery,16,allergy season,Mumbai Trauma Center
2024-09-01,ICU_appointment,14,flu season,Chennai City Clinic
2024-09-01,ICU_surgery,22,heat wave,Mumbai Trauma Center
2024-09-08,Ortho_appointment,14,camp,Mumbai Trauma Center
2024-09-08,Ortho_surgery,30,knee surgery season,Chennai City Clinic
2024-09-08,Pediatrics_appointment,13,camp,Bangalore Health Center
2024-09-08,Pediatrics_surgery,16,routine,Bangalore Health Center
2024-09-08,Emergency_appointment,20,pandemic wave,Delhi General Hospital
2024-09-08,Emergency_surgery,22,accident,Bangalore Health Center
2024-09-08,Dermatology_appointment,21,allergy season,Mumbai Trauma Center
2024-09-08,Dermatology_surgery,28,allergy season,Bangalore Health Center
2024-09-08,ICU_appointment,26,flu season,Mumbai Trauma Center
2024-09-08,ICU_surgery,28,heat wave,Kolkata Medical Hub
2024-09-15,Ortho_appointment,4,routine checkup,Chennai City Clinic
2024-09-15,Ortho_surgery,24,knee surgery season,Bangalore Health Center
2024-09-15,Pediatrics_appointment,11,routine,Mumbai Trauma Center
2024-09-15,Pediatrics_surgery,16,flu season,Delhi General Hospital
2024-09-15,Emergency_appointment,24,unknown,Chennai City Clinic
2024-09-15,Emergency_surgery,25,unknown,Chennai City Clinic
2024-09-15,Dermatology_appointment,23,allergy season,Chennai City Clinic
2024-09-15,Dermatology_surgery,20,routine,Mumbai Trauma Center
2024-09-15,ICU_appointment,23,respiratory issues,Bangalore Health Center
2024-09-15,ICU_surgery,10,respiratory issues,Kolkata Medical Hub
2024-09-22,Ortho_appointment,14,camp,Mumbai Trauma Center
2024-09-22,Ortho_surgery,30,routine checkup,Chennai City Clinic
2024-09-22,Pediatrics_appointment,11,school health check,Chennai City Clinic
2024-09-22,Pediatrics_surgery,25,school health check,Kolkata Medical Hub
2024-09-22,Emergency_appointment,14,unknown,Chennai City Clinic
2024-09-22,Emergency_surgery,17,fire outbreak,Bangalore Health Center
2024-09-22,Dermatology_appointment,23,routine,Bangalore Health Center
2024-09-22,Dermatology_surgery,13,allergy season,Delhi General Hospital
2024-09-22,ICU_appointment,23,winter spike,Delhi General Hospital
2024-09-22,ICU_surgery,11,heat wave,Chennai City Clinic
2024-09-29,Ortho_appointment,9,camp,Bangalore Health Center
2024-09-29,Ortho_surgery,14,camp,Chennai City Clinic
2024-09-29,Pediatrics_appointment,13,school health check,Delhi General Hospital
